"nci_id","nct_id","official_title","inclusion_indicaInclusionor","description","Text","Boolean","" 
"NCI-2016-00150","NCT02724579","A Phase 2 Study of Reduced Therapy for Newly Diagnosed Average-Risk WNT-Driven Medulloblastoma Patients","N/A","","","",""
"NCI-2016-00195","NCT02689453","A Phase I Study of Subcutaneous Recombinant Human IL-15 (S.C. Rhil-15) and Alemtuzumab for Patients with Refractory or Relapsed Chronic and Acute Adult T-Cell Leukemia (ATL)","Exclusion","Documented human immunodeficiency virus (HIV), active bacterial infections, active or chronic hepatitis B, hepatitis C  HIV-positive patients are excluded from the study","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;c141405:affirmed;"
"NCI-2016-00203","NCT02713386","A Phase I/II Study of Ruxolitinib with Front-Line Neoadjuvant and Post-Surgical Therapy in Patients with Advanced Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer","Exclusion","Known history of human immunodeficiency virus (HIV),","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2016-00222","NCT02921256","A Phase II Clinical Trial Platform of Sensitization Utilizing Total Neoadjuvant Therapy (TNT) in Rectal Cancer","Inclusion","Patients with acquired immunodeficiency syndrome (AIDS-related illnesses) or known human immunodeficiency virus (HIV) disease must:  * Have a cluster of differentiation (CD)4 count >= 200 cells/uL within 30 days before beginning study therapy  * Be off all antiretroviral therapy (prophylaxis/treatment) more than 60 days before beginning study therapy, and  * Have no evidence of opportunistic infections","HIV=NO OR HIV=UNKNOWN OR AIDS=NO OR AIDS=UNKNOWN OR (AIDS=YES AND CD4>=200 {cells}/mm3 AND HAART=NO AND cART=NO AND Opportunistic Infection=NO)","C15175=NO OR C15175=C17998 OR C2851=NO OR C2851=C17998 OR (C2851=YES AND C103810>=200 {cells}/mm3 AND C94631=NO AND C94631=NO AND C3289=NO)","c15175:affirmed;c15175:affirmed;measurement:affirmed;c94631:affirmed;c3289:affirmed;"
"NCI-2016-00232","NCT02717507","Pharmacologic Reversal of Ventricular Remodeling in Childhood Cancer Survivors at Risk for Heart Failure (PREVENT-HF): A Phase 2b Randomized Placebo-Controlled (Carvedilol) Trial","N/A","","","",""
"NCI-2016-00233","NCT02927249","A Randomized Phase III Double Blinded Placebo Controlled Trial of Aspirin as Adjuvant Therapy for Node Positive HER2 Negative Breast Cancer: The ABC Trial","N/A","","","",""
"NCI-2016-00252","NCT02933489","Comparison of Abbreviated Breast MRI and Digital Breast Tomosynthesis in Breast Cancer Screening in Women with Dense Breasts","N/A","","","",""
"NCI-2016-00264","NCT02728596","A Pragmatic Trial to Evaluate a Guideline-Based Colony Stimulating Factor Standing Order Intervention and to Determine the Effectiveness of Colony Stimulating Factor Use as Prophylaxis for Patients Receiving Chemotherapy with Intermediate Risk for Febrile Neutropenia-Trial Assessing CSF Prescribing Effectiveness and Risk (TrACER)","N/A","","","",""
"NCI-2016-00325","NCT02728258","A Phase II Evaluation of Copanlisib (BAY 80-6946), a Selective Inhibitor of PI3KCA, in Patients with Persistent or Recurrent Endometrial Carcinoma Harboring PIK3CA Hotspot Mutations","Exclusion","Human immunodeficiency virus (HIV) infection","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2016-00326","NCT03055013","A Phase 3 RandOmized Study Comparing PERioperative Nivolumab vs. Observation in Patients with Localized Renal Cell Carcinoma Undergoing Nephrectomy (PROSPER RCC)","Inclusion","No known evidence of human immunodeficiency virus (HIV) infection","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2016-00355","NCT02723864","Phase I Study of Veliparib (ABT-888), an Oral PARP Inhibitor, and VX-970, an ATR Inhibitor, in Combination with Cisplatin in Patients with Refractory Solid Tumors","Inclusion","Human immunodeficiency virus (HIV)-positive subjects on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND cART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2016-00451","NCT03091660","A Phase III Randomized Trial to Evaluate the Influence of BCG Strain Differences and T Cell Priming with Intradermal BCG before Intravesical Therapy for BCG-Naive High-Grade Non-muscle Invasive Bladder Cancer","N/A","","","",""
"NCI-2016-00456","NCT02839343","Preoperative Extended Chemotherapy vs. Chemotherapy plus Hypofractionated Radiation Therapy for Borderline Resectable Adenocarcinoma of the Head of the Pancreas","N/A","","","",""
"NCI-2016-00643","NCT02808650","A Phase 1 Study of LY2606368, a CHK1/2 Inhibitor, in Pediatric Patients with Recurrent or Refractory Solid Tumors, including CNS Tumors","N/A","","","",""
"NCI-2016-00666","NCT02775851","A Phase II and Pilot Trial of PD-1 Blockade with MK-3475 (Pembrolizumab) in Patients with Resectable or Unresectable Desmoplastic Melanoma (DM)","Inclusion","Patients known to be human immunodeficiency virus (HIV) positive are eligible if they meet the following criteria within 30 days prior to registration: stable and adequate CD4 counts (>= 350 mm^3), and serum HIV viral load of < 25,000 IU/ml; patients must be on a stable anti-viral therapy","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=350 {cells}/mm3 AND Viral Load<25000 {copies}/mm3 AND (HAART=YES OR cART=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=350 {cells}/mm3 AND C92544<25000 {copies}/mm3 AND (C94631=YES)","c15175:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;measurement:affirmed;c15175:affirmed;c92544:affirmed;"
"NCI-2016-00667","NCT02775812","A Phase I and Expansion Cohort Study of Adjuvant Cisplatin, Intensity-Modulated Radiotherapy, and MK-3475 (Pembrolizumab) in High-Risk Head and Neck Squamous Cell Carcinoma (HNSCC)","Exclusion","Severe, active co-morbidity defined as follows:  * Acquired immune deficiency syndrome (AIDS) based upon current Center for Disease Control and Prevention (CDC) definition; note: human immunodeficiency virus (HIV) testing is not required for entry into this protocol; the need to exclude patients with AIDS from this protocol is necessary because the cisplatin and IMRT involved in this protocol may be significantly immunosuppressive; patients with known HIV, CD4 counts >= 250/uL, and undetectable viral loads who are stable on an antiretroviral regimen may be included  ","HIV=NO OR HIV=UNKNOWN OR AIDS=NO OR AIDS=UNKNOWN OR (HIV=YES AND CD4>=250 {cells}/mm3 AND Viral Load=0 {copies}/mm3","C15175=NO OR C15175=C17998 OR C2851=NO OR C2851=C17998 OR (C15175=YES AND C103810>=250 {cells}/mm3 AND C92544=C111568 {copies}/mm3","c2851:affirmed;c15175:affirmed;c15175:affirmed;c2851:affirmed;c15175:affirmed;:affirmed;c111568:affirmed;c92544:affirmed;c94631:affirmed;"
"NCI-2016-00708","NCT02780804","A Phase 1 Study of Entinostat, an Oral Histone Deacetylase Inhibitor, in Pediatric Patients with Recurrent or Refractory Solid Tumors, Including CNS Tumors and Lymphoma","N/A","","","",""
"NCI-2016-00787","NCT03030417","A Phase I Study of Indenoisoquinoline LMP744 in Adults with Relapsed Solid Tumors and Lymphomas","Inclusion","Human immunodeficiency virus (HIV)-positive patients are eligible provided the following criteria are met: CD4 count > 350/mm^3, an undetectable viral load, and not receiving prophylaxis antibiotics","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>350 {cells}/mm3 AND Viral Load=0 {copies}/mm3 AND Prevention and Treatment of Opportunistic Infection =NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>350 {cells}/mm3 AND C92544=C111568 {copies}/mm3 AND C15840=NO)","c15175:affirmed;c15175:affirmed;:affirmed;c111568:affirmed;c92544:affirmed;"
"NCI-2016-00843","NCT03165721","A Phase II Trial of the DNA Methyl Transferase Inhibitor, Guadecitabine (SGI-110), in Children and Adults with Wild Type GIST, Pheochromocytoma and Paraganglioma Associated with Succinate Dehydrogenase Deficiency and HLRCC-Associated Kidney Cancer","Exclusion","Any evidence of severe or uncontrolled systemic disease, active infection, active bleeding diatheses, or renal transplant, including any patient known to have human immunodeficiency virus (HIV) will be excluded; patients with HIV who have adequate cluster of differentiation 4 (CD4) count, not requiring antiretroviral medication, may be enrolled","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4=Sufficient {cells}/mm3 AND HAART=NO AND cART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810=C63351 {cells}/mm3 AND C94631=NO)","c15175:affirmed;c15175:affirmed;c15175:affirmed;:affirmed;c94631:affirmed;"
"NCI-2016-00849","NCT03137771","Maintenance Chemotherapy versus Consolidative Stereotactic Body Radiation Therapy (SBRT) plus Maintenance Chemotherapy for Limited Metastatic Non-Small Cell Lung Cancer (NSCLC): A Randomized Phase II Trial","Exclusion","Known human immunodeficiency virus (HIV) positive with cluster of differentiation 4 (CD4) count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to registration; note also that HIV testing is not required for eligibility for this protocol","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=200 {cells}/mm3 AND HAART=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=200 {cells}/mm3 AND C94631=YES)","c15175:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;"
"NCI-2016-00926","NCT03033992","Feasibility Trial of Optune for Children with Recurrent or Progressive Supratentorial High-Grade Glioma and Ependymoma","N/A","","","",""
"NCI-2016-00927","NCT03041701","A Phase I/II Trial of the Insulin-Like Growth Factor 1 Receptor (IGF-1R) Antibody AMG479 (Ganitumab) in Combination with the Src Family Kinase (SFK) Inhibitor Dasatinib in Patients with Embryonal and Alveolar Rhabdomyosarcoma","N/A","","","",""
"NCI-2016-00963","NCT03070886","Phase II-III Trial of Adjuvant Radiotherapy following Radical Prostatectomy with or without Adjuvant Docetaxel","Exclusion","Human immunodeficiency virus (HIV) positive with cluster of differentiation 4 (CD4) count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to step 1 registration; note also that HIV testing is not required for eligibility for this protocol","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=200 {cells}/mm3 AND HAART=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=200 {cells}/mm3 AND C94631=YES)","c15175:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;"
"NCI-2016-00973","NCT02828358","A Groupwide Pilot Study to Test the Tolerability and Biologic Activity of the Addition of Azacitidine (NSC# 102816) to Chemotherapy in Infants with Acute Lymphoblastic Leukemia (ALL) and KMT2A(MLL) Gene Rearrangement","N/A","","","",""
"NCI-2016-01040","NCT03141684","A Phase 2 Study of Anti-PD-L1 Antibody (Atezolizumab) in Alveolar Soft Part Sarcoma","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; patients must also have a CD4 count > 350 cells/mm^3 with an undetectable viral load","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO AND CD4>350 {cells}/mm3 AND Viral Load=0 {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO AND C103810>350 {cells}/mm3 AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;measurement:affirmed;c111568:affirmed;c92544:affirmed;"
"NCI-2016-01041","NCT02834013","DART: Dual Anti-CTLA-4 and Anti-PD-1 Blockade in Rare Tumors","Inclusion","Patients who are known to be human immunodeficiency virus (HIV)-positive at registration are eligible at the time of registration:  1. Cluster of differentiation (CD)4+ cell count greater or equal to 250 cells/mm^3  2. If patient is on antiretroviral therapy, there must be minimal interactions or overlapping toxicity of the antiretroviral therapy with the experimental cancer treatment; once daily combinations that use pharmacologic boosters may not be used  3. No history of non-malignancy acquired immunodeficiency syndrome (AIDS)-defining conditions other than historical low CD4+ cell counts  4. Probable long-term survival with HIV if cancer were not present","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=250 {cells}/mm3 AND Combination Pills with Pharmacologic Boosters=NO AND AIDS=NO AND HEALTHY=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=250 {cells}/mm3 AND Combination Pills with Pharmacologic Boosters=NO AND C2851=NO AND C115935=YES)","c15175:affirmed;c15175:affirmed;:affirmed;c103810:affirmative;measurement:affirmed;measurement:affirmed;c94631:affirmed;c94631:affirmed;c2851:affirmed;:affirmed;:affirmed;c103810:affirmative;c15175:affirmed;"
"NCI-2016-01081","NCT02839707","A Randomized, Phase II/III Study of Pegylated Liposomal Doxorubicin and CTEP-Supplied Atezolizumab Versus Pegylated Liposomal Doxorubicin/Bevacizumab and CTEP-Supplied Atezolizumab Versus Pegylated Liposomal Doxorubicin/Bevacizumab in Platinum Resistant Ovarian Cancer","Exclusion","Patients positive for human immunodeficiency virus (HIV) are NOT excluded from this study, but HIV-positive patients must have:  * A stable regimen of highly active anti-retroviral therapy (HAART)  * No requirement for concurrent antibiotics or antifungal agents for the prevention of opportunistic infections  * A cluster of differentiation (CD)4 count above 250 cells/mcL and an undetectable HIV viral load on standard PCR-based tests","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND Prevention and Treatment of Opportunistic Infection =NO AND CD4>250 {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C15840=NO AND C103810>250 {cells}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c3289:affirmed;measurement:affirmed;c111568:affirmed;c15175:affirmed;c92544:affirmed;"
"NCI-2016-01087","NCT02839720","Pilot Study of the MEK1/2 Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) for Adults with Neurofibromatosis Type 1 (NF1) and Cutaneous Neurofibromas (CNF)","Exclusion","Uncontrolled intercurrent illness including, but not limited to, o human immunodeficiency virus (HIV); patients with HIV who have adequate cluster of differentiation (CD)4 counts and who have no requirement for antiviral therapy will be eligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4=Sufficient {cells}/mm3 AND HAART=NO AND cART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810=C63351 {cells}/mm3 AND C94631=NO)","c15175:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2016-01094","NCT03109301","A Phase II Trial of the Mitogen Activated Protein Kinase Kinase (MEK1/2) Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) in Patients with NF1-Mutated Gastrointestinal Stromal Tumors (GIST)","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; appropriate studies will be undertaken in patients receiving combination antiretroviral therapy when indicated","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND cART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c94631:affirmed;"
"NCI-2016-01104","NCT02844816","Phase II Trial of Atezolizumab in BCG-Unresponsive Non-muscle Invasive Bladder Cancer","Inclusion","Patients positive for human immunodeficiency virus (HIV) are eligible only if they have all of the following:  * A stable regimen of highly active anti-retroviral therapy (HAART)  * No requirement for concurrent antibiotics or antifungal agents for the prevention of opportunistic infections  * A CD4 count above 250 cells/mcL and an undetectable HIV viral load on standard PCR-based tests","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND Prevention and Treatment of Opportunistic Infection =NO AND CD4>250 {cells}/mm3 AND VIRAL LOAD=UNDETECTABLE {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C15840=NO AND C103810>250 {cells}/mm3 AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c3289:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c15175:affirmed;c92544:affirmed;"
"NCI-2016-01105","NCT02887521","Pulmonary Rehabilitation before Lung Cancer Resection","N/A","","","",""
"NCI-2016-01110","NCT02900976","A Pilot Study of Rituximab (RTX) and Third Party Latent Membrane Protein (LMP)-Specific Cytotoxic T-Lymphocytes (LMP-TC) in Pediatric Solid Organ Recipients (SOT) with EBV-Positive CD20-Positive Post-transplant Lymphoproliferative Disease (PTLD)","N/A","","","",""
"NCI-2016-01130","NCT02849496","A Phase II Multiple-Arm, Open-Label, Randomized Study of PARP Inhibition (Veliparib; ABT-888) and Anti-PD-L1 Therapy (Atezolizumab; MPDL3280A) Either Alone or in Combination in Homologous DNA Repair (HDR) Deficient Triple Negative Breast Cancer (TNBC)","Inclusion","Patients positive for human immunodeficiency virus (HIV) are NOT excluded from this study, but HIV-positive patients must have:  * A stable regimen of highly active anti-retroviral therapy (HAART)  * No requirement for concurrent antibiotics or antifungal agents for the prevention of opportunistic infections  * A CD4 count above 250 cells/mcL and an undetectable HIV viral load on standard polymerase chain reaction (PCR)-based test","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND Prevention and Treatment of Opportunistic Infection =NO AND CD4>250 {cells}/mm3 AND VIRAL LOAD=UNDETECTABLE {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C15840=NO AND C103810>250 {cells}/mm3 AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c3289:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c15175:affirmed;c92544:affirmed;"
"NCI-2016-01232","NCT02862275","A Pilot Study of Atezolizumab (MPDL3280A) following Adoptive Cell Transfer in Active Hematologic or Solid Tumor Malignancies","Exclusion","Patients positive for human immunodeficiency virus (HIV) are NOT excluded from this study, but HIV-positive patients must have:  * A stable regimen of highly active anti-retroviral therapy (HAART)  * No requirement for concurrent antibiotics or antifungal agents for the prevention of opportunistic infections  * A CD4 count above 250 cells/mcL and an undetectable HIV viral load on standard PCR-based tests","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND Prevention and Treatment of Opportunistic Infection =NO AND CD4>250 {cells}/mm3 AND VIRAL LOAD=UNDETECTABLE {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C15840=NO AND C103810>250 {cells}/mm3 AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c3289:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c15175:affirmed;c92544:affirmed;"
"NCI-2016-01258","NCT02867592","Phase 2 Trial of XL184 (Cabozantinib) an Oral Small-Molecule Inhibitor of Multiple Kinases, in Children and Young Adults with Refractory Sarcomas, Wilms Tumor, and Other Rare Tumors","N/A","","","",""
"NCI-2016-01300","NCT02879695","A Phase 1 Study of Blinatumomab in Combination with Checkpoint Inhibitor(s) of PD-1 (Nivolumab) or Both PD-1 (Nivolumab) and CTLA-4 (Ipilimumab) in Patients with Poor-Risk, Relapsed or Refractory CD19+ Precursor B-lymphoblastic Leukemia","Inclusion","Patients with a known history of testing positive for human immunodeficiency virus (HIV) or known acquired immunodeficiency syndrome (AIDS) will be eligible if:  * They are generally healthy from an HIV perspective and on a stable anti-retroviral regimen for > 6 months  * They have had no AIDS-defining conditions in the past 12 months other than historically low CD4+ cell counts  * They have an undetectable viral load on standard assays","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HEALTHY=YES AND HAART=YES AND HAART Treatment Duration>6 month AND AIDS=NO AND VIRAL LOAD=UNDETECTABLE {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C115935=YES AND C94631=YES AND C94631>6 mo AND C2851=NO AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c2851:affirmed;c115935:affirmed;c15175:affirmed;measurement:affirmed;:affirmed;:affirmed;c103810:affirmative;c111568:affirmed;c92544:affirmed;"
"NCI-2016-01301","NCT02883062","Randomized Phase 2 Study of Neoadjuvant Chemotherapy, Carboplatin and Paclitaxel, with or without Atezolizumab in Triple Negative Breast Cancer (TNBC)","Exclusion","Patients positive for human immunodeficiency virus (HIV) are NOT excluded from this study, but HIV-positive patients must have:  * A stable regimen of highly active anti-retroviral therapy (HAART)  * No requirement for concurrent antibiotics or antifungal agents for the prevention of opportunistic infections  * A CD4 count above 250 cells/mcL and an undetectable HIV viral load on standard PCR-based tests","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND Prevention and Treatment of Opportunistic Infection =NO AND CD4>250 {cells}/mm3 AND VIRAL LOAD=UNDETECTABLE {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C15840=NO AND C103810>250 {cells}/mm3 AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c3289:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c15175:affirmed;c92544:affirmed;"
"NCI-2016-01325","NCT02888743","A Phase 2 Study of MEDI4736 (Durvalumab) and Tremelimumab Alone or in Combination with High or Low-Dose Radiation in Metastatic Colorectal and NSCLC","Exclusion","Human immunodeficiency virus (HIV)-positive patients are ineligible; appropriate studies will be undertaken in patients receiving combination antiretroviral therapy when indicated","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2016-01326","NCT02890329","A Phase 1 Study of Ipilimumab in Combination with Decitabine in Relapsed or Refractory Myelodysplastic Syndrome/Acute Myeloid Leukemia","Inclusion","Patients with known active human immunodeficiency virus (HIV) infection; patients with chronic HIV with a CD4 > 250, undetectable viral load by PCR, without opportunistic infection, and on a stable regimen of highly active anti-retroviral therapy (HAART) therapy would be eligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>250 {cells}/mm3 AND VIRAL LOAD=UNDETECTABLE AND Prevention and Treatment of Opportunistic Infection =NO AND HAART=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>250 {cells}/mm3 AND C92544=C111568 AND C15840=NO AND C94631=YES)","c15175:affirmed;c15175:affirmed;c15175:affirmed;:affirmed;c111568:affirmed;c92544:affirmed;c3289:affirmed;c94631:affirmed;"
"NCI-2016-01346","NCT02893917","A Randomized Phase 2 Study of Cediranib in Combination with Olaparib Versus Olaparib Alone in Men with Metastatic Castration Resistant Prostate Cancer","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; appropriate studies will be undertaken in patients receiving combination antiretroviral therapy when indicated; HIV-positive patients with undetectable viral loads and CD4 counts > 300, and not on any antiretroviral therapy may be allowed after discussing with the principal investigator","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO AND VIRAL LOAD=UNDETECTABLE AND CD4>300 {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO AND C92544=C111568 AND C103810>300 {cells}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c94631:affirmed;c111568:affirmed;c92544:affirmed;:affirmed;c94631:affirmed;"
"NCI-2016-01356","NCT02893930","A Phase II Study of MLN0128 (TAK-228) in Rapalog-Resistant Advanced Pancreatic Neuroendocrine Tumors (PNET)","Inclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2016-01357","NCT03115333","Change in Relative Cerebral Blood Volume as a Biomarker for Early Response to Bevacizumab in Patients with Recurrent Glioblastoma","N/A","","","",""
"NCI-2016-01363","NCT02899728","A Phase II Study of Olaparib plus Cediranib in Combination with Standard Therapy for Small Cell Lung Cancer","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2016-01364","NCT02898207","A Phase 1 Study of PARP Inhibitor Olaparib and HSP90 Inhibitor AT13387 for Treatment of Advanced Solid Tumors with Expansion in Patients with Recurrent Epithelial Ovarian, Fallopian Tube, Peritoneal Cancer or Recurrent Triple-Negative Breast Cancer","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2016-01403","NCT03267433","A Randomized Phase III Trial of Consolidation with Autologous Hematopoietic Cell Transplantation Followed by Maintenance Rituximab vs. Maintenance Rituximab Alone for Patients with Mantle Cell Lymphoma in Minimal Residual Disease-Negative First Complete Remission","Inclusion","Human immunodeficiency virus (HIV) positive patients are not excluded, but to enroll, must meet all of the below criteria:  * HIV is sensitive to antiretroviral therapy  * Must be willing to take effective antiretroviral therapy if indicated  * CD4 count at screening >= 300 cells/mm^3  * No history of acquired immune deficiency syndrome (AIDS)-defining conditions","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND Treatment-sensitive HIV=YES AND HAART=YES AND CD4>=300 {cells/mm3} AND AIDS=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND Treatment-sensitive HIV=YES AND C94631=YES AND  C103810>=300 {cells/mm3} AND C2851=NO)","c15175:affirmed;c15175:affirmed;c15175:affirmed;c94631:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;measurement:affirmed;c2851:affirmed;"
"NCI-2016-01412","NCT02975882","A Phase 1 Study of ABI-009 (NAB-RAPAMYCIN) in Pediatric Patients with Recurrent or Refractory Solid Tumors, including CNS Tumors as a Single Agent and in Combination with Temozolomide and Irinotecan","N/A","","","",""
"NCI-2016-01417","NCT02912559","Randomized Trial of Standard Chemotherapy Alone or Combined with Atezolizumab as Adjuvant Therapy for Patients with Stage III Colon Cancer and Deficient DNA Mismatch Repair","Inclusion","Patients positive for human immunodeficiency virus (HIV) are eligible only if they meet all of the following:  * A stable regimen of highly active anti-retroviral therapy (HAART)  * No requirement for concurrent antibiotics or antifungal agents for the prevention of opportunistic infections  * A CD4 count above 250 cells/mcL, and an undetectable HIV viral load on standard PCR-based tests","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND Prevention and Treatment of Opportunistic Infection =NO AND CD4>250 {cells}/MM3 AND VIRAL LOAD=UNDETECTABLE {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C15840=NO AND  C103810>250 {cells}/mm3 AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c3289:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c15175:affirmed;c92544:affirmed;"
