nci_id,nct_id,official_title,inclusion_indicaInclusionor,description,Text,Boolean,"{'negated_codes': [], 'possible_codes': [], 'text': u'description', 'affirmed_codes': []}"
NCI-2011-02515,NCT01051635,A Phase I Study of Indenoisoquinolines LMP400 and LMP776 in Adults with Relapsed Solid Tumors and Lymphomas,Exclusion,"Patients with clinically significant illnesses which could compromise participation in the study, including, but not limited to, active or uncontrolled infection, immune deficiencies, known human immunodeficiency virus (HIV) infection requiring antiretroviral therapy, ",HIV positive with antiretroviral therapy excluded ,(C15175 = NO) OR (C15175=C17998) OR (C15175 = YES AND C94631 = NO),"{'negated_codes': [u'360887005', u'170270002', u'93235007', u'165792000', u'40780007', u'281794004', u'271421005', u'70536003', u'70241007', u'280952003', u'89627008', u'84478008', u'225761000', u'170184004', u'71057007', u'255386009', u'171165007', u'168524008', u'299387004', u'169641007', u'419815003', u'170175004', u'169438007', u'69960004', u'25162000', u'255320000', u'246199000', u'299029006', u'398074008', u'167009006', u'124220008', u'108290001', u'170105000', u'299209001', u'47563007', u'170112009', u'243126005', u'162171002', u'89293008', u'19032002', u'170157000', u'277132007', u'273360000', u'128601007', u'170130002', u'67101007', u'165794004', u'168525009', u'91302008', u'129453003', u'170308006', u'416118004', u'54470008', u'13645005', u'272006008', u'263903005', u'112283007', u'399315003', u'165127005', u'170121005', u'237751000', u'230598008', u'276239002', u'124345008', u'230200005', u'79019005', u'285846001', u'76844004', u'228453005', u'228447005', u'186467001', u'266717002', u'255688002', u'139451009', u'86406008', u'28944009', u'361226000', u'170166001', u'170279001', u'56717001', u'24594008', u'165119001', u'170297009', u'360270004', u'80546007', u'299122004', u'298868005', u'298939005', u'54150009', u'169439004', u'168523002', u'129445006', u'433084008', u'124221007', u'429659006', u'19030005', u'12484000', u'36351005', u'197284004', u'47757001', u'82272006', u'170288005', u'18027006', u'169291001', u'307534009', u'312085005', u'5304008', u'226048001', u'124214007', u'312453004', u'228452000', u'413454004', u'299458004', u'146684000', u'419468003', u'225738002', u'169437002', u'275923005', u'154416005', u'443694000', u'40733004', u'42094007', u'170148006', u'243931006', u'84162001', u'237755009', u'35089004', u'47545007', u'35240004', u'77327004', u'4009004', u'391023009', u'36692007', u'55561003', u'170261000', u'115470003', u'237339000', u'312133006', u'170139001', u'299643002', u'299524009', u'161413004', u'408485004', u'4915001', u'182657004', u'68566005', u'82598004'], 'possible_codes': [], 'text': u'Patients with clinically significant illnesses which could compromise participation in the study, including, but not limited to, active or uncontrolled infection, immune deficiencies, known human immunodeficiency virus (HIV) infection requiring antiretroviral therapy, ', 'affirmed_codes': [u'253620009', u'91251008', u'437871001', u'284670008', u'371926006', u'394428006', u'41778007', u'371928007', u'55919000', u'260809006', u'224699009', u'36682004', u'84847000', u'116154003', u'103324002', u'360160009', u'271300009', u'45341000', u'282119004', u'396451008', u'5091004', u'424966008', u'386134007', u'74036000', u'87385003', u'12026006', u'371929004', u'371927002', u'371925005', u'371883000', u'39104002']}"
NCI-2011-02539,NCT01226940,A Phase I Trial of Lenalidomide and Radiotherapy in Children with Diffuse Intrinsic Pontine Gliomas and High-Grade Gliomas,Exclusion,Known human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible,HIV positive with antiretroviral therapy excluded ,(C15175 = NO) OR (C15175=C17998) OR (C15175 = YES AND C94631 = NO) ,"{'negated_codes': [], 'possible_codes': [], 'text': u'Known human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible', 'affirmed_codes': [u'258259005', u'170270002', u'165119001', u'170297009', u'226164007', u'301183007', u'386708005', u'360270004', u'80546007', u'271421005', u'169439004', u'70536003', u'168523002', u'129445006', u'250423000', u'60234000', u'280952003', u'78494001', u'226882008', u'100832001', u'19030005', u'12484000', u'84478008', u'170184004', u'315124004', u'407515008', u'170288005', u'168524008', u'89780004', u'181681008', u'169641007', u'419815003', u'170175004', u'250424006', u'18027006', u'169438007', u'69960004', u'169291001', u'25162000', u'398074008', u'5304008', u'108290001', u'170105000', u'226048001', u'170112009', u'228166004', u'243126005', u'89293008', u'170157000', u'168836005', u'277132007', u'273360000', u'36070007', u'27814009', u'170130002', u'67101007', u'413454004', u'168525009', u'225738002', u'256871003', u'169437002', u'275923005', u'170308006', u'416118004', u'116680003', u'170148006', u'243931006', u'88014003', u'263903005', u'118586006', u'399315003', u'165127005', u'170121005', u'47545007', u'230598008', u'276239002', u'391023009', u'36692007', u'170261000', u'159083000', u'170139001', u'266717002', u'149016008', u'58533008', u'255688002', u'263680009', u'361226000', u'408485004', u'182657004', u'186803007', u'170166001', u'160573003', u'170279001', u'67487000']}"
NCI-2011-02592,NCT01386385,"A Dose Finding Study Followed by Phase II Randomized, Placebo-Controlled Study of Veliparib (ABT-888) Added to Chemoradiotherapy with Carboplatin and Paclitaxel for Unresectable Stage III Non-small Cell Lung Cancer (NSCLC), (NCI Study Number 8811)",Inclusion,"Patients must not have any known immune deficiencies; patients with immune deficiency are at increased risk of lethal infections when treated with marrow-suppressive therapy; therefore, known human immunodeficiency virus (HIV) positive patients receiving combination anti-retroviral therapy are excluded from the study",HIV positive with antiretroviral therapy excluded ,(C15175 = NO) OR (C15175=C17998) OR (C14139=C17998) OR (C15175 = YES AND C94631 = NO),"{'negated_codes': [], 'possible_codes': [], 'text': u'Patients must not have any known immune deficiencies; patients with immune deficiency are at increased risk of lethal infections when treated with marrow-suppressive therapy; therefore, known human immunodeficiency virus (HIV) positive patients receiving combination anti-retroviral therapy are excluded from the study', 'affirmed_codes': [u'165792000', u'226164007', u'40780007', u'281794004', u'38837006', u'70536003', u'201175002', u'124088009', u'78494001', u'224699009', u'89627008', u'58660009', u'69845001', u'84478008', u'260371004', u'28995006', u'255386009', u'168524008', u'299387004', u'170175004', u'181681008', u'25265005', u'250424006', u'169438007', u'69960004', u'25162000', u'246199000', u'108290001', u'170105000', u'299209001', u'170112009', u'243126005', u'59349003', u'170157000', u'277132007', u'273360000', u'170130002', u'67101007', u'168525009', u'116680003', u'88014003', u'118586006', u'52012001', u'112283007', u'399315003', u'165127005', u'41778007', u'103324002', u'107577007', u'230598008', u'124345008', u'282471004', u'230200005', u'86380000', u'285846001', u'76844004', u'58533008', u'255688002', u'5876000', u'86406008', u'28944009', u'160573003', u'170279001', u'56717001', u'35105006', u'165119001', u'170297009', u'401200002', u'301183007', u'360270004', u'298868005', u'298939005', u'54150009', u'437871001', u'129445006', u'197141006', u'250423000', u'60234000', u'433084008', u'19030005', u'76053005', u'255396000', u'315124004', u'82272006', u'5091004', u'260366006', u'169291001', u'5304008', u'226048001', u'253620009', u'260367002', u'16979000', u'169437002', u'275923005', u'40733004', u'42094007', u'170148006', u'243931006', u'84162001', u'35089004', u'360160009', u'77327004', u'271749004', u'159083000', u'299643002', u'287079004', u'263680009', u'359730001', u'161413004', u'408485004', u'4915001', u'182657004', u'186803007', u'82598004', u'197823001', u'68566005', u'360887005', u'258259005', u'170270002', u'386708005', u'12067001', u'271421005', u'237558008', u'70241007', u'280952003', u'439007008', u'36682004', u'84847000', u'398092000', u'170184004', u'160244002', u'71057007', u'281694009', u'42786005', u'282119004', u'419815003', u'89780004', u'424966008', u'74036000', u'255320000', u'299029006', u'398074008', u'167735002', u'47563007', u'89293008', u'168836005', u'128601007', u'27814009', u'165794004', u'129453003', u'91302008', u'170308006', u'416118004', u'278677006', u'13645005', u'272006008', u'263903005', u'170121005', u'167734003', u'116154003', u'276239002', u'45341000', u'292871000119100', u'410519009', u'79019005', u'260368007', u'30207005', u'87385003', u'12026006', u'186467001', u'266717002', u'149016008', u'361226000', u'371883000', u'37320007', u'170166001', u'260369004', u'80546007', u'299122004', u'169439004', u'168523002', u'25609006', u'260809006', u'226882008', u'100832001', u'12484000', u'36351005', u'54583007', u'170288005', u'407515008', u'116700008', u'18027006', u'307534009', u'312085005', u'228166004', u'36070007', u'6654000', u'91251008', u'413454004', u'419468003', u'299458004', u'256871003', u'225738002', u'154416005', u'127560004', u'19726003', u'47545007', u'77765009', u'35240004', u'271300009', u'4009004', u'391023009', u'170261000', u'396451008', u'237339000', u'312133006', u'170139001', u'266560008', u'367335002', u'299524009', u'67487000', u'29087002']}"
NCI-2011-02594,NCT01381718,"A Phase II Placebo-Controlled Trial of Modafinil to Improve
Neurocognitive Deficits in Children Treated for a Primary Brain Tumor",N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2011-02599,NCT01190930,Treatment of Patients with Newly Diagnosed Standard Risk B-Lymphoblastic Leukemia (B-ALL) or Localized B-Lineage Lymphoblastic Lymphoma (B-LLy),N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2011-02611,NCT01231906,A Phase III Randomized Trial of Adding Vincristine-Topotecan-Cyclophosphamide to Standard Chemotherapy in Initial Treatment of Non-Metastatic Ewing Sarcoma,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2011-02623,NCT01272037,"A Phase III, Randomized Clinical Trial of Standard Adjuvant Endocrine Therapy +/- Chemotherapy in Patients with 1-3 Positive Nodes, Hormone Receptor-Positive and HER2-Negative Breast Cancer with Recurrence Score (RS) of 25 or Less. RxPONDER: A Clinical Trial Rx for Positive Node, Endocrine Responsive Breast Cancer",N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2011-02660,NCT01275664,Pilot Study of Standard Therapy for Prevention of Nausea and Emesis Associated with First Line Post-Operative Intraperitoneal Chemotherapy,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2011-02673,NCT01359592,A Phase II Trial of PET-Directed Therapy for Limited Stage Diffuse Large B-Cell Lymphoma (DLBCL),Inclusion,Patients must not be known to be human immunodeficiency virus (HIV)-positive,,(C15175 = NO) OR (C15175=C17998),"{'negated_codes': [], 'possible_codes': [], 'text': u'Patients must not be known to be human immunodeficiency virus (HIV)-positive', 'affirmed_codes': [u'4740000', u'1096003', u'258259005', u'226164007', u'386708005', u'186538004', u'17735001', u'313274005', u'66069002', u'77985003', u'19965007', u'78494001', u'36682004', u'243144002', u'84847000', u'61667000', u'282119004', u'169641007', u'181681008', u'424966008', u'74036000', u'91576008', u'421124007', u'15302007', u'168836005', u'27814009', u'116680003', u'13687007', u'55735004', u'88014003', u'81665004', u'186745001', u'118586006', u'41778007', u'116154003', u'103324002', u'84101006', u'21166007', u'264395009', u'350353007', u'45341000', u'234532001', u'62944002', u'260408008', u'407456008', u'250515004', u'1838001', u'81301003', u'87385003', u'46233009', u'12026006', u'83084006', u'417496004', u'58533008', u'149016008', u'28944009', u'64431000', u'371883000', u'10828004', u'421887001', u'160573003', u'6415009', u'243584004', u'40168006', u'243578002', u'301183007', u'226283009', u'437871001', u'248226002', u'60234000', u'260809006', u'226882008', u'100832001', u'19030005', u'73194009', u'19631008', u'315124004', u'77121009', u'49872002', u'407515008', u'278412004', u'167582007', u'407444007', u'41146007', u'253620009', u'36070007', u'302919001', u'91251008', u'256871003', u'413624004', u'243633006', u'417770000', u'240530001', u'421603003', u'73731009', u'387727008', u'360160009', u'271300009', u'36692007', u'159083000', u'396451008', u'112366000', u'409822003', u'424409008', u'421170000', u'263680009', u'165816005', u'120665004', u'186803007', u'67487000']}"
NCI-2011-02674,NCT01368588,Androgen Deprivation Therapy and High Dose Radiotherapy with or without Whole-Pelvic Radiotherapy in Unfavorable Intermediate or Favorable High Risk Prostate Cancer: A Phase III Randomized Trial,Exclusion,"Severe, active co-morbidity, defined as follows:


* Acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease Control and Prevention (CDC) definition; note, however, that human immunodeficiency virus (HIV) testing is not required for entry into this protocol; protocol-specific requirements may also exclude immuno-compromised patients",AIDS excluded; immunocompromised excluded,(C2851 = NO) OR (C15175=C17998) AND (C14139 = NO),"{'negated_codes': [], 'possible_codes': [], 'text': u'Severe, active co-morbidity, defined as follows:\n\n\n* Acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease Control and Prevention (CDC) definition; note, however, that human immunodeficiency virus (HIV) testing is not required for entry into this protocol; protocol-specific requirements may also exclude immuno-compromised patients', 'affirmed_codes': [u'277701000', u'418836005', u'219006', u'161045001', u'258259005', u'243215005', u'93235007', u'226164007', u'386708005', u'394404009', u'78494001', u'36682004', u'367409002', u'84847000', u'363708005', u'225761000', u'300841009', u'255260001', u'900000000000550004', u'63813000', u'394837003', u'282119004', u'171165007', u'181681008', u'424966008', u'74036000', u'243218007', u'124220008', u'105542008', u'228319007', u'162171002', u'89293008', u'168836005', u'27814009', u'62479008', u'116680003', u'54470008', u'88014003', u'118586006', u'41778007', u'116154003', u'103324002', u'237751000', u'230598008', u'45341000', u'15240007', u'10024003', u'243216006', u'226253000', u'39463000', u'24484000', u'186705005', u'228453005', u'87385003', u'12026006', u'228447005', u'149016008', u'58533008', u'139451009', u'371883000', u'394411008', u'410584005', u'160573003', u'24594008', u'301183007', u'421939007', u'171121004', u'437871001', u'900000000000073002', u'60234000', u'260809006', u'124221007', u'226882008', u'100832001', u'19030005', u'76053005', u'21594007', u'315124004', u'197284004', u'47757001', u'407515008', u'25967007', u'260409000', u'124214007', u'36070007', u'253620009', u'312453004', u'228452000', u'91251008', u'146684000', u'256871003', u'314791004', u'313299006', u'237755009', u'243217002', u'410585006', u'77765009', u'360160009', u'271300009', u'129729005', u'55561003', u'159083000', u'396451008', u'115470003', u'401338001', u'396550006', u'184888004', u'263680009', u'186803007', u'62676009', u'67487000']}"
